"id","link","title","published_at","thumbnail_medium","thumbnail_default","thumbnail_high"
"oBYRcdbJkfQ","https://www.youtube.com/watch?v=oBYRcdbJkfQ","? LIVE DO CAOS: sa?de mental, regulamenta??o da internet, revolta e filme de hominho","2023-04-10T02:26:10Z","https://i.ytimg.com/vi/oBYRcdbJkfQ/mqdefault.jpg","https://i.ytimg.com/vi/oBYRcdbJkfQ/default.jpg","https://i.ytimg.com/vi/oBYRcdbJkfQ/hqdefault.jpg"
"mlBefryW2us","https://www.youtube.com/watch?v=mlBefryW2us","QUEM DEFINE VOC? S?O OS OUTROS! A psicologia e mitologia de NEON GENESIS EVANGELION","2023-04-08T21:00:11Z","https://i.ytimg.com/vi/mlBefryW2us/mqdefault.jpg","https://i.ytimg.com/vi/mlBefryW2us/default.jpg","https://i.ytimg.com/vi/mlBefryW2us/hqdefault.jpg"
"kEygKXgaLr4","https://www.youtube.com/watch?v=kEygKXgaLr4","Jovem N?O SABE o que faz??? feat. Quadrins do Batera","2023-04-07T15:07:15Z","https://i.ytimg.com/vi/kEygKXgaLr4/mqdefault.jpg","https://i.ytimg.com/vi/kEygKXgaLr4/default.jpg","https://i.ytimg.com/vi/kEygKXgaLr4/hqdefault.jpg"
"hRfWb_nTe14","https://www.youtube.com/watch?v=hRfWb_nTe14","A HIST?RIA DOS X-MEN ? UMA IDEIA RUIM! A met?fora ind?gena e o Complexo de Messias","2023-04-05T21:00:07Z","https://i.ytimg.com/vi/hRfWb_nTe14/mqdefault.jpg","https://i.ytimg.com/vi/hRfWb_nTe14/default.jpg","https://i.ytimg.com/vi/hRfWb_nTe14/hqdefault.jpg"
"VZD2jc3_Ob4","https://www.youtube.com/watch?v=VZD2jc3_Ob4","N?O compartilhe o nome, fotos e postagens do autor de um crime","2023-04-05T18:30:04Z","https://i.ytimg.com/vi/VZD2jc3_Ob4/mqdefault.jpg","https://i.ytimg.com/vi/VZD2jc3_Ob4/default.jpg","https://i.ytimg.com/vi/VZD2jc3_Ob4/hqdefault.jpg"
"4MeMxZrt2DM","https://www.youtube.com/watch?v=4MeMxZrt2DM","POR QUE O BATMAN N?O USA A ARMADURA DO HOMEM DE FERRO?","2023-04-04T15:09:12Z","https://i.ytimg.com/vi/4MeMxZrt2DM/mqdefault.jpg","https://i.ytimg.com/vi/4MeMxZrt2DM/default.jpg","https://i.ytimg.com/vi/4MeMxZrt2DM/hqdefault.jpg"
"36lCwbqnrbY","https://www.youtube.com/watch?v=36lCwbqnrbY","O MUNDO DE OTAKUS E INCELS feat. @maxandreone","2023-04-03T16:29:51Z","https://i.ytimg.com/vi/36lCwbqnrbY/mqdefault.jpg","https://i.ytimg.com/vi/36lCwbqnrbY/default.jpg","https://i.ytimg.com/vi/36lCwbqnrbY/hqdefault.jpg"
"0OfU2mbRjOE","https://www.youtube.com/watch?v=0OfU2mbRjOE","? LIVE DO CAOS: nerdolas machistas, politicamente correto, cancelamento e dogs bonitinhos","2023-04-03T02:43:33Z","https://i.ytimg.com/vi/0OfU2mbRjOE/mqdefault.jpg","https://i.ytimg.com/vi/0OfU2mbRjOE/default.jpg","https://i.ytimg.com/vi/0OfU2mbRjOE/hqdefault.jpg"
"rghzIPeiP5o","https://www.youtube.com/watch?v=rghzIPeiP5o","Preciso me desculpar? N?O ACREDITEM NO QUE DIZEM!!!","2023-04-01T21:00:10Z","https://i.ytimg.com/vi/rghzIPeiP5o/mqdefault.jpg","https://i.ytimg.com/vi/rghzIPeiP5o/default.jpg","https://i.ytimg.com/vi/rghzIPeiP5o/hqdefault.jpg"
"iDcr-R2sLGQ","https://www.youtube.com/watch?v=iDcr-R2sLGQ","""SOU F?, QUERO SERVICE"" ? uma profecia sobre a cultura nerd","2023-03-31T13:09:46Z","https://i.ytimg.com/vi/iDcr-R2sLGQ/mqdefault.jpg","https://i.ytimg.com/vi/iDcr-R2sLGQ/default.jpg","https://i.ytimg.com/vi/iDcr-R2sLGQ/hqdefault.jpg"
"NjG0P0D-lHc","https://www.youtube.com/watch?v=NjG0P0D-lHc","O QUE ? UM GUERREIRO DE VERDADE? Vinland Saga e a hist?ria Viking","2023-03-30T21:00:10Z","https://i.ytimg.com/vi/NjG0P0D-lHc/mqdefault.jpg","https://i.ytimg.com/vi/NjG0P0D-lHc/default.jpg","https://i.ytimg.com/vi/NjG0P0D-lHc/hqdefault.jpg"
"HxVG513i4uQ","https://www.youtube.com/watch?v=HxVG513i4uQ","Quanto TEMPO DE VIDA voc? j? gastou hoje?","2023-03-29T16:50:17Z","https://i.ytimg.com/vi/HxVG513i4uQ/mqdefault.jpg","https://i.ytimg.com/vi/HxVG513i4uQ/default.jpg","https://i.ytimg.com/vi/HxVG513i4uQ/hqdefault.jpg"
"t5ym6pGc3XI","https://www.youtube.com/watch?v=t5ym6pGc3XI","ISSO ? RACISMO??? A pol?mica personagem de Crumb e o problema do black face","2023-03-28T21:00:10Z","https://i.ytimg.com/vi/t5ym6pGc3XI/mqdefault.jpg","https://i.ytimg.com/vi/t5ym6pGc3XI/default.jpg","https://i.ytimg.com/vi/t5ym6pGc3XI/hqdefault.jpg"
"9ogZXahw-xI","https://www.youtube.com/watch?v=9ogZXahw-xI","A VIDA ? IN?TIL? feat. @fronteirasfeno","2023-03-27T16:00:11Z","https://i.ytimg.com/vi/9ogZXahw-xI/mqdefault.jpg","https://i.ytimg.com/vi/9ogZXahw-xI/default.jpg","https://i.ytimg.com/vi/9ogZXahw-xI/hqdefault.jpg"
"X6Rj-JLG-eg","https://www.youtube.com/watch?v=X6Rj-JLG-eg","? LIVE DO CAOS: ""n?o tem pol?tica no meu joguinho."", crise da Marvel e sorteio de gibi","2023-03-27T03:15:37Z","https://i.ytimg.com/vi/X6Rj-JLG-eg/mqdefault.jpg","https://i.ytimg.com/vi/X6Rj-JLG-eg/default.jpg","https://i.ytimg.com/vi/X6Rj-JLG-eg/hqdefault.jpg"
"kc0_1cWdcMo","https://www.youtube.com/watch?v=kc0_1cWdcMo","A VERDADE SOBRE O VAMPIRO JAPON?S! A triste vida dos burakumin","2023-03-25T21:00:11Z","https://i.ytimg.com/vi/kc0_1cWdcMo/mqdefault.jpg","https://i.ytimg.com/vi/kc0_1cWdcMo/default.jpg","https://i.ytimg.com/vi/kc0_1cWdcMo/hqdefault.jpg"
"IX1WSbK5XLY","https://www.youtube.com/watch?v=IX1WSbK5XLY","A POL?MICA do Menino de vestido da Mulher Maravilha","2023-03-24T19:28:40Z","https://i.ytimg.com/vi/IX1WSbK5XLY/mqdefault.jpg","https://i.ytimg.com/vi/IX1WSbK5XLY/default.jpg","https://i.ytimg.com/vi/IX1WSbK5XLY/hqdefault.jpg"
"Y0zuRU19sGE","https://www.youtube.com/watch?v=Y0zuRU19sGE","A hist?ria ER?T1CA e GROTESCA do Batman que a DC escondeu!!!","2023-03-23T21:00:10Z","https://i.ytimg.com/vi/Y0zuRU19sGE/mqdefault.jpg","https://i.ytimg.com/vi/Y0zuRU19sGE/default.jpg","https://i.ytimg.com/vi/Y0zuRU19sGE/hqdefault.jpg"
"a0bTy03EfqI","https://www.youtube.com/watch?v=a0bTy03EfqI","TODOS os filmes da franquia HIGHLANDER em 1 minuto!!!","2023-03-22T15:11:24Z","https://i.ytimg.com/vi/a0bTy03EfqI/mqdefault.jpg","https://i.ytimg.com/vi/a0bTy03EfqI/default.jpg","https://i.ytimg.com/vi/a0bTy03EfqI/hqdefault.jpg"
"RStjk2oEtX0","https://www.youtube.com/watch?v=RStjk2oEtX0","O MUNDO ? MELHOR COM RELIGI?O? Convertendo um ateu com A M?sica de Marie","2023-03-21T21:00:08Z","https://i.ytimg.com/vi/RStjk2oEtX0/mqdefault.jpg","https://i.ytimg.com/vi/RStjk2oEtX0/default.jpg","https://i.ytimg.com/vi/RStjk2oEtX0/hqdefault.jpg"
"c-wH-S_bfKY","https://www.youtube.com/watch?v=c-wH-S_bfKY","George Romero QUASE dirigiu um filme da Marvel! feat. @FormigaEletrica","2023-03-20T17:21:17Z","https://i.ytimg.com/vi/c-wH-S_bfKY/mqdefault.jpg","https://i.ytimg.com/vi/c-wH-S_bfKY/default.jpg","https://i.ytimg.com/vi/c-wH-S_bfKY/hqdefault.jpg"
"ao3dHQMyrPQ","https://www.youtube.com/watch?v=ao3dHQMyrPQ","? LIVE DO CAOS: cr?tica ? p@rnografia, influencers ingratos, propaganda enganosa e New Metal","2023-03-20T03:39:06Z","https://i.ytimg.com/vi/ao3dHQMyrPQ/mqdefault.jpg","https://i.ytimg.com/vi/ao3dHQMyrPQ/default.jpg","https://i.ytimg.com/vi/ao3dHQMyrPQ/hqdefault.jpg"
"fysgZcgNDQ8","https://www.youtube.com/watch?v=fysgZcgNDQ8","PATETA ERA COMUNISTA? A cr?tica social nas anima??es Disney","2023-03-18T21:00:11Z","https://i.ytimg.com/vi/fysgZcgNDQ8/mqdefault.jpg","https://i.ytimg.com/vi/fysgZcgNDQ8/default.jpg","https://i.ytimg.com/vi/fysgZcgNDQ8/hqdefault.jpg"
"VL4Bp_MatsU","https://www.youtube.com/watch?v=VL4Bp_MatsU","HOGWARTS LEGACY e o legado de J.K. Rowling","2023-03-17T19:33:21Z","https://i.ytimg.com/vi/VL4Bp_MatsU/mqdefault.jpg","https://i.ytimg.com/vi/VL4Bp_MatsU/default.jpg","https://i.ytimg.com/vi/VL4Bp_MatsU/hqdefault.jpg"
"G68ocaCHbCA","https://www.youtube.com/watch?v=G68ocaCHbCA","ESTAMOS FAZENDO PAPEL DE TROUXA!!! A censura do bem das grandes marcas","2023-03-16T21:00:10Z","https://i.ytimg.com/vi/G68ocaCHbCA/mqdefault.jpg","https://i.ytimg.com/vi/G68ocaCHbCA/default.jpg","https://i.ytimg.com/vi/G68ocaCHbCA/hqdefault.jpg"
"ZUv8SfNTYmY","https://www.youtube.com/watch?v=ZUv8SfNTYmY","PIRATA QUE ESTICA ? MUITO BOM! O sucesso de One Piece","2023-03-15T16:25:34Z","https://i.ytimg.com/vi/ZUv8SfNTYmY/mqdefault.jpg","https://i.ytimg.com/vi/ZUv8SfNTYmY/default.jpg","https://i.ytimg.com/vi/ZUv8SfNTYmY/hqdefault.jpg"
"6eF1QDY3QzU","https://www.youtube.com/watch?v=6eF1QDY3QzU","OS ESTADOS UNIDOS N?O SABEM GOZAR! Os anos 1920 e o olhar argentino de Charlie Moon","2023-03-14T21:00:11Z","https://i.ytimg.com/vi/6eF1QDY3QzU/mqdefault.jpg","https://i.ytimg.com/vi/6eF1QDY3QzU/default.jpg","https://i.ytimg.com/vi/6eF1QDY3QzU/hqdefault.jpg"
"KcAXj8bBHfg","https://www.youtube.com/watch?v=KcAXj8bBHfg","Quadrinhos ao som de ROCK e METALl!! feat. @ANomadeCosmica","2023-03-13T18:51:47Z","https://i.ytimg.com/vi/KcAXj8bBHfg/mqdefault.jpg","https://i.ytimg.com/vi/KcAXj8bBHfg/default.jpg","https://i.ytimg.com/vi/KcAXj8bBHfg/hqdefault.jpg"
"c49xW4-9tLk","https://www.youtube.com/watch?v=c49xW4-9tLk","? LIVE DO CAOS: cobertura da CAFONICE do Oscar com DEBOCHE e SAFADEZA","2023-03-13T05:04:19Z","https://i.ytimg.com/vi/c49xW4-9tLk/mqdefault.jpg","https://i.ytimg.com/vi/c49xW4-9tLk/default.jpg","https://i.ytimg.com/vi/c49xW4-9tLk/hqdefault.jpg"
"wx-1vbI4v5U","https://www.youtube.com/watch?v=wx-1vbI4v5U","? AO VIVO: Resenhas da Sarjeta! A Idade de Ouro, Brega Story, Gleem e 1208 apt 51","2023-03-12T01:50:49Z","https://i.ytimg.com/vi/wx-1vbI4v5U/mqdefault.jpg","https://i.ytimg.com/vi/wx-1vbI4v5U/default.jpg","https://i.ytimg.com/vi/wx-1vbI4v5U/hqdefault.jpg"
"RM4SKe55Mvs","https://www.youtube.com/watch?v=RM4SKe55Mvs","FEMINISTA E ANTI-IMPERIALISTA? Hollywood estragou A Liga Extraordin?ria de Alan Moore!!!","2023-03-11T21:00:08Z","https://i.ytimg.com/vi/RM4SKe55Mvs/mqdefault.jpg","https://i.ytimg.com/vi/RM4SKe55Mvs/default.jpg","https://i.ytimg.com/vi/RM4SKe55Mvs/hqdefault.jpg"
"TNp3IhcQTDY","https://www.youtube.com/watch?v=TNp3IhcQTDY","O estere?tipo do NEGRO M?GICO no cinema e nos quadrinhos","2023-03-10T16:29:27Z","https://i.ytimg.com/vi/TNp3IhcQTDY/mqdefault.jpg","https://i.ytimg.com/vi/TNp3IhcQTDY/default.jpg","https://i.ytimg.com/vi/TNp3IhcQTDY/hqdefault.jpg"
"mujXWCV6Yms","https://www.youtube.com/watch?v=mujXWCV6Yms","A CULTURA OTAKU CRIA MONSTROS? O fim do humanismo de Inuyashiki","2023-03-09T21:00:11Z","https://i.ytimg.com/vi/mujXWCV6Yms/mqdefault.jpg","https://i.ytimg.com/vi/mujXWCV6Yms/default.jpg","https://i.ytimg.com/vi/mujXWCV6Yms/hqdefault.jpg"
"jVRaA47N8tU","https://www.youtube.com/watch?v=jVRaA47N8tU","A VIOL?NCIA ? UMA SOLU??O? O sangue de The Last of Us","2023-03-08T15:00:28Z","https://i.ytimg.com/vi/jVRaA47N8tU/mqdefault.jpg","https://i.ytimg.com/vi/jVRaA47N8tU/default.jpg","https://i.ytimg.com/vi/jVRaA47N8tU/hqdefault.jpg"
"uMrk2WJU2sw","https://www.youtube.com/watch?v=uMrk2WJU2sw","MULHERES S? FALAM DE RELACIONAMENTOS? Elas tamb?m andam de bike!","2023-03-07T21:00:08Z","https://i.ytimg.com/vi/uMrk2WJU2sw/mqdefault.jpg","https://i.ytimg.com/vi/uMrk2WJU2sw/default.jpg","https://i.ytimg.com/vi/uMrk2WJU2sw/hqdefault.jpg"
"XT6RGR4d4QI","https://www.youtube.com/watch?v=XT6RGR4d4QI","S? O BRASIL TEM PROBLEMAS? feat. Dea Catlover","2023-03-06T15:00:31Z","https://i.ytimg.com/vi/XT6RGR4d4QI/mqdefault.jpg","https://i.ytimg.com/vi/XT6RGR4d4QI/default.jpg","https://i.ytimg.com/vi/XT6RGR4d4QI/hqdefault.jpg"
"cEXn1pR-7uk","https://www.youtube.com/watch?v=cEXn1pR-7uk","? LIVE DO CAOS: redpirados, ""censura do bem"", Batman do Adam Sandler e nostalgia","2023-03-06T02:28:16Z","https://i.ytimg.com/vi/cEXn1pR-7uk/mqdefault.jpg","https://i.ytimg.com/vi/cEXn1pR-7uk/default.jpg","https://i.ytimg.com/vi/cEXn1pR-7uk/hqdefault.jpg"
"d5L4YXiB3tk","https://www.youtube.com/watch?v=d5L4YXiB3tk","A POL?MICA HIST?RIA DA MULHER-HULK! O que ela diz sobre as mulheres (e os homens)?","2023-03-04T21:00:08Z","https://i.ytimg.com/vi/d5L4YXiB3tk/mqdefault.jpg","https://i.ytimg.com/vi/d5L4YXiB3tk/default.jpg","https://i.ytimg.com/vi/d5L4YXiB3tk/hqdefault.jpg"
"sXZPh4fBABk","https://www.youtube.com/watch?v=sXZPh4fBABk","ELES ESTRAGARAM A CULTURA POP? O que ? Hiper-Interpreta??o?","2023-03-02T21:00:08Z","https://i.ytimg.com/vi/sXZPh4fBABk/mqdefault.jpg","https://i.ytimg.com/vi/sXZPh4fBABk/default.jpg","https://i.ytimg.com/vi/sXZPh4fBABk/hqdefault.jpg"
"qzZJBklwvFs","https://www.youtube.com/watch?v=qzZJBklwvFs","THE LAST OF US ? sobre companheirismo!","2023-03-01T17:04:58Z","https://i.ytimg.com/vi/qzZJBklwvFs/mqdefault.jpg","https://i.ytimg.com/vi/qzZJBklwvFs/default.jpg","https://i.ytimg.com/vi/qzZJBklwvFs/hqdefault.jpg"
"_hO4BLPk_ss","https://www.youtube.com/watch?v=_hO4BLPk_ss","SUA OPINI?O N?O ME INTERESSA! Estamos banalizando o ?dio na TV?","2023-02-28T21:00:09Z","https://i.ytimg.com/vi/_hO4BLPk_ss/mqdefault.jpg","https://i.ytimg.com/vi/_hO4BLPk_ss/default.jpg","https://i.ytimg.com/vi/_hO4BLPk_ss/hqdefault.jpg"
"kczLy-sp8XQ","https://www.youtube.com/watch?v=kczLy-sp8XQ","O dia em que a MULHER-HULK acabou com o... machismo?","2023-02-27T17:35:12Z","https://i.ytimg.com/vi/kczLy-sp8XQ/mqdefault.jpg","https://i.ytimg.com/vi/kczLy-sp8XQ/default.jpg","https://i.ytimg.com/vi/kczLy-sp8XQ/hqdefault.jpg"
"EnftUOesXJE","https://www.youtube.com/watch?v=EnftUOesXJE","? LIVE DO CAOS: fofocas da cultura pop, Omelete com fungo e solidariedade a tod@s os cr?ticos","2023-02-27T02:37:55Z","https://i.ytimg.com/vi/EnftUOesXJE/mqdefault.jpg","https://i.ytimg.com/vi/EnftUOesXJE/default.jpg","https://i.ytimg.com/vi/EnftUOesXJE/hqdefault.jpg"
"nOCOwUNdeNA","https://www.youtube.com/watch?v=nOCOwUNdeNA","COWBOY BEBOP ? O MELHOR ANIME J? FEITO? Solid?o, jazz e Space Western","2023-02-25T21:00:08Z","https://i.ytimg.com/vi/nOCOwUNdeNA/mqdefault.jpg","https://i.ytimg.com/vi/nOCOwUNdeNA/default.jpg","https://i.ytimg.com/vi/nOCOwUNdeNA/hqdefault.jpg"
"z7YwrPqujrQ","https://www.youtube.com/watch?v=z7YwrPqujrQ","A DESUMANIZA??O DO OUTRO no cinema e nas HQs! feat. @GaroQuadrinhos","2023-02-24T15:00:52Z","https://i.ytimg.com/vi/z7YwrPqujrQ/mqdefault.jpg","https://i.ytimg.com/vi/z7YwrPqujrQ/default.jpg","https://i.ytimg.com/vi/z7YwrPqujrQ/hqdefault.jpg"
"dFIeUGk-7LA","https://www.youtube.com/watch?v=dFIeUGk-7LA","THE LAST OF US ?... comunista?!?!?","2023-02-23T16:32:16Z","https://i.ytimg.com/vi/dFIeUGk-7LA/mqdefault.jpg","https://i.ytimg.com/vi/dFIeUGk-7LA/default.jpg","https://i.ytimg.com/vi/dFIeUGk-7LA/hqdefault.jpg"
"bWyiOgSN_WM","https://www.youtube.com/watch?v=bWyiOgSN_WM","CR?TICA AO MASCULINISMO? Berserk ? um Boys Love do mal","2023-02-22T21:00:11Z","https://i.ytimg.com/vi/bWyiOgSN_WM/mqdefault.jpg","https://i.ytimg.com/vi/bWyiOgSN_WM/default.jpg","https://i.ytimg.com/vi/bWyiOgSN_WM/hqdefault.jpg"
"a2i_wKe3_As","https://www.youtube.com/watch?v=a2i_wKe3_As","Fantasias de Carnaval s?o OFENSIVAS?","2023-02-20T15:00:00Z","https://i.ytimg.com/vi/a2i_wKe3_As/mqdefault.jpg","https://i.ytimg.com/vi/a2i_wKe3_As/default.jpg","https://i.ytimg.com/vi/a2i_wKe3_As/hqdefault.jpg"
"fr5Doz6Yjt4","https://www.youtube.com/watch?v=fr5Doz6Yjt4","? LIVE DO CAOS: v@mito de carnaval, Metaforando vs Santineli, Kang subaproveitado e um doberman","2023-02-20T04:02:00Z","https://i.ytimg.com/vi/fr5Doz6Yjt4/mqdefault.jpg","https://i.ytimg.com/vi/fr5Doz6Yjt4/default.jpg","https://i.ytimg.com/vi/fr5Doz6Yjt4/hqdefault.jpg"
"5np6gNtFSos","https://www.youtube.com/watch?v=5np6gNtFSos","JAIMINHO, O CARTEIRO MAROMBA! A bizarra vers?o brucutu do Chaves","2023-02-18T21:00:10Z","https://i.ytimg.com/vi/5np6gNtFSos/mqdefault.jpg","https://i.ytimg.com/vi/5np6gNtFSos/default.jpg","https://i.ytimg.com/vi/5np6gNtFSos/hqdefault.jpg"
"uQDoqu5Oa8s","https://www.youtube.com/watch?v=uQDoqu5Oa8s","THE LAST OF US ? sobre ressentimento","2023-02-17T15:00:51Z","https://i.ytimg.com/vi/uQDoqu5Oa8s/mqdefault.jpg","https://i.ytimg.com/vi/uQDoqu5Oa8s/default.jpg","https://i.ytimg.com/vi/uQDoqu5Oa8s/hqdefault.jpg"
"ds9j2CpoSU4","https://www.youtube.com/watch?v=ds9j2CpoSU4","CRISTO ERA MESMO INOCENTE? A igreja de Alejandro Jodorowsky","2023-02-16T21:00:07Z","https://i.ytimg.com/vi/ds9j2CpoSU4/mqdefault.jpg","https://i.ytimg.com/vi/ds9j2CpoSU4/default.jpg","https://i.ytimg.com/vi/ds9j2CpoSU4/hqdefault.jpg"
"w5IWkuf9jQw","https://www.youtube.com/watch?v=w5IWkuf9jQw","A hist?ria do criador do BATMAN que n?o foi creditado!","2023-02-15T16:54:41Z","https://i.ytimg.com/vi/w5IWkuf9jQw/mqdefault.jpg","https://i.ytimg.com/vi/w5IWkuf9jQw/default.jpg","https://i.ytimg.com/vi/w5IWkuf9jQw/hqdefault.jpg"
"3hnTjU3EO0c","https://www.youtube.com/watch?v=3hnTjU3EO0c","SEJA FELIZ SENDO MED?OCRE! O prazer esportivo e a amizade em PING PONG","2023-02-14T21:00:07Z","https://i.ytimg.com/vi/3hnTjU3EO0c/mqdefault.jpg","https://i.ytimg.com/vi/3hnTjU3EO0c/default.jpg","https://i.ytimg.com/vi/3hnTjU3EO0c/hqdefault.jpg"
"aBLrQVbRa38","https://www.youtube.com/watch?v=aBLrQVbRa38","FREEZA ? apenas um ESPECULADOR IMOBILI?RIO! feat. @CanalOtaking","2023-02-13T15:00:00Z","https://i.ytimg.com/vi/aBLrQVbRa38/mqdefault.jpg","https://i.ytimg.com/vi/aBLrQVbRa38/default.jpg","https://i.ytimg.com/vi/aBLrQVbRa38/hqdefault.jpg"
"XBD64-yoWq4","https://www.youtube.com/watch?v=XBD64-yoWq4","? LIVE DO CAOS: especial 100K, gordofobia, chatGPT, lugar de fala, react e sorteio de gibi","2023-02-13T04:31:04Z","https://i.ytimg.com/vi/XBD64-yoWq4/mqdefault.jpg","https://i.ytimg.com/vi/XBD64-yoWq4/default.jpg","https://i.ytimg.com/vi/XBD64-yoWq4/hqdefault.jpg"
"Xb9UBIXO8Ns","https://www.youtube.com/watch?v=Xb9UBIXO8Ns","A VERDADE SOBRE O M?SKARA? A origem sangrenta de um cosplay de macho!","2023-02-11T21:00:07Z","https://i.ytimg.com/vi/Xb9UBIXO8Ns/mqdefault.jpg","https://i.ytimg.com/vi/Xb9UBIXO8Ns/default.jpg","https://i.ytimg.com/vi/Xb9UBIXO8Ns/hqdefault.jpg"
"4bfWUwfAhbg","https://www.youtube.com/watch?v=4bfWUwfAhbg","? AO VIVO: LIVE DOS... 100 MIL? SER??","2023-02-10T20:21:46Z","https://i.ytimg.com/vi/4bfWUwfAhbg/mqdefault.jpg","https://i.ytimg.com/vi/4bfWUwfAhbg/default.jpg","https://i.ytimg.com/vi/4bfWUwfAhbg/hqdefault.jpg"
"0IAd2c4LITw","https://www.youtube.com/watch?v=0IAd2c4LITw","O que ? uma MULHER FORTE?","2023-02-10T15:00:00Z","https://i.ytimg.com/vi/0IAd2c4LITw/mqdefault.jpg","https://i.ytimg.com/vi/0IAd2c4LITw/default.jpg","https://i.ytimg.com/vi/0IAd2c4LITw/hqdefault.jpg"
"Lx5atJw7hNs","https://www.youtube.com/watch?v=Lx5atJw7hNs","COMO ERA VIVER NA TORRE DE BABEL? O mist?rio das Cidades Obscuras","2023-02-09T21:00:09Z","https://i.ytimg.com/vi/Lx5atJw7hNs/mqdefault.jpg","https://i.ytimg.com/vi/Lx5atJw7hNs/default.jpg","https://i.ytimg.com/vi/Lx5atJw7hNs/hqdefault.jpg"
"kTv6ExEb1vE","https://www.youtube.com/watch?v=kTv6ExEb1vE","Eu SEI o que voc? anda sonhando... Little Nemo passou por l?!","2023-02-08T16:26:29Z","https://i.ytimg.com/vi/kTv6ExEb1vE/mqdefault.jpg","https://i.ytimg.com/vi/kTv6ExEb1vE/default.jpg","https://i.ytimg.com/vi/kTv6ExEb1vE/hqdefault.jpg"
"X6VSUyK3fhQ","https://www.youtube.com/watch?v=X6VSUyK3fhQ","UM SUPER-HER?I SOCIALISTA? Superman do pov?o e a crise do liberalismo","2023-02-07T21:00:06Z","https://i.ytimg.com/vi/X6VSUyK3fhQ/mqdefault.jpg","https://i.ytimg.com/vi/X6VSUyK3fhQ/default.jpg","https://i.ytimg.com/vi/X6VSUyK3fhQ/hqdefault.jpg"
"aA-ixbdKYY8","https://www.youtube.com/watch?v=aA-ixbdKYY8","The Last of Us e o p?s-capitalismo","2023-02-06T21:47:35Z","https://i.ytimg.com/vi/aA-ixbdKYY8/mqdefault.jpg","https://i.ytimg.com/vi/aA-ixbdKYY8/default.jpg","https://i.ytimg.com/vi/aA-ixbdKYY8/hqdefault.jpg"
"0_W-wEebWGc","https://www.youtube.com/watch?v=0_W-wEebWGc","? LIVE DO CAOS: Sarjeta 23, papel higi?nico no p?s-apocalipse, Animes fod@, Cebolinha Punk, Lacra??o","2023-02-06T02:49:55Z","https://i.ytimg.com/vi/0_W-wEebWGc/mqdefault.jpg","https://i.ytimg.com/vi/0_W-wEebWGc/default.jpg","https://i.ytimg.com/vi/0_W-wEebWGc/hqdefault.jpg"
"04SXO0fxXGE","https://www.youtube.com/watch?v=04SXO0fxXGE","VINGAN?A OU SOLID?O? Entenda o final de Old Boy","2023-02-03T18:58:22Z","https://i.ytimg.com/vi/04SXO0fxXGE/mqdefault.jpg","https://i.ytimg.com/vi/04SXO0fxXGE/default.jpg","https://i.ytimg.com/vi/04SXO0fxXGE/hqdefault.jpg"
"xJwrGlDl-80","https://www.youtube.com/watch?v=xJwrGlDl-80","SENSUALIDADE PROBLEM?TICA! A influente hero?na ecchi Cutie Honey [vers?o censurada]","2023-02-01T21:00:06Z","https://i.ytimg.com/vi/xJwrGlDl-80/mqdefault.jpg","https://i.ytimg.com/vi/xJwrGlDl-80/default.jpg","https://i.ytimg.com/vi/xJwrGlDl-80/hqdefault.jpg"
"dfkuLgd0dnA","https://www.youtube.com/watch?v=dfkuLgd0dnA","? MUITA LACRA??O EM THE LAST OF US!!! feat. @TheLastOfUsDB","2023-01-31T16:13:14Z","https://i.ytimg.com/vi/dfkuLgd0dnA/mqdefault.jpg","https://i.ytimg.com/vi/dfkuLgd0dnA/default.jpg","https://i.ytimg.com/vi/dfkuLgd0dnA/hqdefault.jpg"
"el2CFK0vrDM","https://www.youtube.com/watch?v=el2CFK0vrDM","? LIVE DO CAOS: o que ? ser de esquerda, Lugar de Fala, Lacra??o e velhos sem medo da morte","2023-01-31T03:43:55Z","https://i.ytimg.com/vi/el2CFK0vrDM/mqdefault.jpg","https://i.ytimg.com/vi/el2CFK0vrDM/default.jpg","https://i.ytimg.com/vi/el2CFK0vrDM/hqdefault.jpg"
"ngsbtBmniGk","https://www.youtube.com/watch?v=ngsbtBmniGk","? AO VIVO: Resenhas da Sarjeta! Bom Dia Socorro, O Pequeno Nicolau, A Inf?ncia do Brasil","2023-01-29T01:44:39Z","https://i.ytimg.com/vi/ngsbtBmniGk/mqdefault.jpg","https://i.ytimg.com/vi/ngsbtBmniGk/default.jpg","https://i.ytimg.com/vi/ngsbtBmniGk/hqdefault.jpg"
"57YDdnEQDxc","https://www.youtube.com/watch?v=57YDdnEQDxc","? AO VIVO: especialista em THE LAST OF US tenta me convencer que a s?rie ? boa","2023-01-27T02:35:37Z","https://i.ytimg.com/vi/57YDdnEQDxc/mqdefault.jpg","https://i.ytimg.com/vi/57YDdnEQDxc/default.jpg","https://i.ytimg.com/vi/57YDdnEQDxc/hqdefault.jpg"
"Mionf_rYtik","https://www.youtube.com/watch?v=Mionf_rYtik","Mulheres Negras (N?O) importam!","2023-01-26T19:44:37Z","https://i.ytimg.com/vi/Mionf_rYtik/mqdefault.jpg","https://i.ytimg.com/vi/Mionf_rYtik/default.jpg","https://i.ytimg.com/vi/Mionf_rYtik/hqdefault.jpg"
